id,Text1,Text2,Class
9465,Older balding gentleman in a white smock prepares to cut the hair of another older balding gentleman in front of a case holding several hair supplies.,The men are under water.,Conflict
9466,"A group of people , holding drinks are standing around talking.",The people are at a party.,Neutral
9467,A guy with a long blue dress like clothing piece with blue socks and sandals on walking into a concrete building.,A priest is walking into a cathedral.,Conflict
9468,A man is roping a bull in a rodeo while others in cowboy hats watch.,A man ropes a bull.,Duplicate
9469,A man in a white uniform is throwing another man in a blue uniform while other men in those uniforms are watching.,A man dragging another man.,Conflict
9470,A man with a beard wears an apron around his neck and smiles.,A man wears an apron,Neutral
9471,"Many people in the crowd look at the stage , some with balloons.",People look at the stage.,Duplicate
9472,A man in a green shirt has his hand on some tomatoes at a farmers market.,A man is buying carrots.,Conflict
9473,Two dogs are running along a grassy path.,Two dogs are running the in grass on a nice day.,Neutral
9474,Three large dogs run around in white snow.,Three large dogs search for the cadaver.,Neutral
9475,The dog walks through the water.,The cat scampers.,Conflict
9476,A man with a hat and headset holding a green rope.,A man holded a rope in hand,Duplicate
9477,a lone surfer diving into a large wave There are several surfers..,A surfer in a full body wetsuit in the ocean with a white surfboard.,Conflict
9478,A woman carrying a black purse is walking past a green gagnant sign.,A woman is walking,Duplicate
9479,A shirtless man works on preparing a fish in a sandy area.,A man is outside.,Duplicate
9480,A young man shows off a knife trick to another.,A young man shows his friend a trick he just learned.,Neutral
9481,An older man is playing a saxophone.,the man is a musician,Duplicate
9482,A man is climbing up a wall with a rope.,The man is going to repel down the wall later..,Neutral
9483,A snarling dog approaches a hissing cat.,An angry dog approaches a cat.,Duplicate
9484,a boy screams.,The boy is scared of clowns.,Neutral
9485,A boy in blue jumps his skateboard off some steps while his friends watch.,A boy is teaching his friend how to jump on a skateboard.,Neutral
9486,Two girls are practicing yoga in a park.,Men are doing yoga indoors.,Conflict
9487,A man in a yellow shirt wearing a tool belt examines something on a roof on a clear day.,The man is riding his motorcycle to the park.,Conflict
9488,There are two workers climbing a structure.,Two workers climb a structure.,Duplicate
9489,A man in casual clothes is speaking in front of people.,casual wear doesnt matter for a leader,Neutral
9490,"There is a woman and man wearing orange shirts , playing instruments with sheet paper in front of them.",A man and woman toss a tennis ball.,Conflict
9491,The Olympics running event shoot from far away to show the massive crowd.,No crowd,Conflict
9492,Woman holding helmet next to two motor scooters.,The woman is carrying two trays of food.,Conflict
9493,A boy with a hood looks out a train window.,The boy looks out the airplane window.,Conflict
9494,Shirtless men are playing volleyball.,Shirtless women are playing volleyball.,Conflict
9495,A man carrying a backpack on his back walks in a large field of grass.,A man hikes through a field,Duplicate
9496,The software engineer conducts software testing to validate system functionality and ensure software quality.,The software tester executes test cases for quality assurance.,Neutral
9497,Three people sit at a picnic table outside of a building painted like a union jack.,A bowl has fallen onto the floor and has broken.,Conflict
9498,A woman buys food from a street vendor in a city while others continue on their way.,A man dancing naked.,Conflict
9499,A woman standing next to a vegetable cart.,A woman walks away from a vegetable cart.,Conflict
9500,Young girl holding a fishing rod over a fence.,A young girl takes her fishing rod over the fence.,Duplicate
9501,A large crowd of people are gathered mostly dressed in red and white with Canada 's symbol.,Everyone is wearing China 's flag.,Conflict
9502,A man with black hair sits in a restaurant with a glass of beer.,A man drinks beer.,Duplicate
9503,A busy city square in an asian country.,a busy city in Japan,Neutral
9504,A man with a bicycle helmet on is using a cellphone in the midst of a crowd.,A man uses his cellphone in an empty area.,Conflict
9505,A tennis player in a white tank top and blue shorts hits a tennis ball.,A person wearing a white tank top and blue shorts is playing tennis.,Duplicate
9506,"A man kicks up dust on as he rides a four-wheeler , with a crystal blue sky in the background.",A man is riding a four-wheeler.,Duplicate
9507,A woman wearing a gray t-shirt holds a child wearing a black shirt under a light blue smock.,A woman is holding a child.,Duplicate
9508,Man looking out the window of a train.,A man is sitting on an airplane.,Conflict
9509,The software engineer designs user interfaces to create intuitive user experiences and enhance usability of software applications.,The usability specialist conducts user testing to validate interface design.,Duplicate
9510,"Topless old man wearing slippers , navy blue pants and a white hat while reclining in a chair outside.",A man is running a race.,Conflict
9511,A man in a white uniform is playing cricket.,A man is playing cricket.,Duplicate
9512,A crying man looking at a motorcycle and another man in jean shorts sits in a white plastic chair in front of a bungalow store open for business.,"A man is sitting , while other one looking at motorcycle.",Neutral
9513,A woman in a purple shirt running a marathon getting water splashed on her.,A woman in a shirt running a marathon getting water splashed on her.,Duplicate
9514,A man is leaning against a wall.,A man is walking past the checkout.,Conflict
9515,A line of six children in bathing suits prepare to leap into a swimming pool.,The swimming pool is located outside,Neutral
9516,Two people in bright orange coats are working on some piece of equipment that is dealing with a train.,Two folks working on train parts,Duplicate
9517,man operating a blue forklift A man drives a forklift.,man operating a blue forklift A old man is operating a red forklift.,Duplicate
9518,"A brunette girl with a white shirt and brown backpack is holding an orange , yellow , and red kite shaped like a fish.",A kid is grasping something colorful.,Duplicate
9519,Three women dancing in a city street.,People dancing outside.,Duplicate
9520,Several workers trudging down a dimly lit subway tunnel.,Workers going down a tunnel headed to the dig sight,Neutral
9521,A young man is holding his `` follow through '' pose after shooting a basketball.,The player just scored a hard three-pointer.,Neutral
9522,A young man wearing a light blue tank top and white culottes is walking around an outdoor fountain and looking at a casually dressed woman.,A man asleep in an outdoor fountain.,Conflict
